,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
67509,67510,Female,24,First-time,Business,Economy,1171,23,0.0,4,4,5,4,2,3,1,2,1,1,4,4,1,5
67510,67511,Female,28,First-time,Business,Business,1171,10,16.0,3,3,3,3,4,3,2,2,2,2,5,3,2,4
67511,67512,Male,23,First-time,Business,Economy,1313,0,2.0,2,2,4,2,5,5,1,4,1,1,5,2,1,5
67512,67513,Female,28,First-time,Business,Business,1171,1,4.0,2,2,4,2,3,4,5,2,4,4,4,2,4,5
67513,67514,Female,40,Returning,Business,Business,1205,2,0.0,1,1,2,4,1,1,4,1,3,2,1,1,1,1
67514,67515,Female,28,First-time,Business,Business,1235,0,0.0,5,5,5,5,3,4,2,4,2,2,4,5,2,5
67515,67516,Female,36,First-time,Business,Business,1126,0,17.0,3,3,4,3,3,4,2,5,2,2,5,3,2,4
67516,67517,Male,24,First-time,Business,Business,1464,11,16.0,4,4,4,4,3,5,1,5,1,1,4,4,1,4
67517,67518,Female,37,First-time,Business,Business,1235,1,4.0,4,4,5,4,1,5,5,3,5,5,5,4,5,4
67518,67519,Female,56,Returning,Business,Business,2701,0,0.0,5,5,5,4,5,3,5,4,3,4,3,5,3,3
67519,67520,Male,44,Returning,Business,Business,1438,0,9.0,5,5,5,4,5,5,4,5,3,3,5,5,5,5
67520,67521,Female,18,Returning,Business,Business,1753,32,32.0,2,2,3,1,2,3,1,4,1,1,3,1,1,3
67521,67522,Male,45,Returning,Business,Business,1464,0,0.0,3,3,4,5,3,4,4,4,4,5,4,3,4,4
67522,67523,Female,42,Returning,Business,Business,3064,0,4.0,3,3,4,4,3,4,5,4,3,5,4,3,4,4
67523,67524,Male,29,First-time,Business,Business,1235,0,3.0,2,2,2,2,4,1,4,5,4,4,3,2,4,3
67524,67525,Female,59,Returning,Business,Business,1464,2,7.0,1,5,1,3,1,2,4,2,2,1,2,2,2,2
67525,67526,Male,22,First-time,Business,Economy,1235,0,0.0,1,1,5,1,3,4,5,2,5,5,5,1,5,5
67526,67527,Female,27,First-time,Business,Business,1171,0,0.0,3,3,3,3,4,1,3,1,3,3,3,3,3,4
67527,67528,Male,58,Returning,Business,Business,1614,0,0.0,3,1,2,3,3,3,3,3,3,3,3,3,3,3
67528,67529,Male,25,First-time,Business,Business,1242,0,16.0,2,1,1,1,4,1,4,2,4,4,4,1,4,4
67529,67530,Male,39,Returning,Business,Business,1235,73,60.0,1,5,3,4,5,4,5,4,5,4,4,5,4,4
67530,67531,Female,24,Returning,Business,Business,1235,0,0.0,4,5,5,5,4,5,5,2,5,5,4,4,5,5
67531,67532,Male,39,Returning,Business,Business,3631,12,8.0,2,2,2,3,2,1,3,1,4,2,1,1,1,1
67532,67533,Male,59,Returning,Business,Business,1235,0,0.0,2,2,5,4,2,5,4,5,3,5,5,2,5,5
67533,67534,Female,23,First-time,Business,Economy,1171,0,0.0,3,3,1,3,3,2,3,2,3,3,4,3,3,3
67534,67535,Female,47,Returning,Business,Business,1464,2,21.0,1,1,4,4,1,2,3,3,4,4,2,2,2,2
67535,67536,Female,52,Returning,Business,Business,1188,0,12.0,2,2,4,3,2,3,2,3,4,4,3,3,3,3
67536,67537,Male,29,First-time,Business,Business,1235,2,0.0,1,1,4,1,4,4,1,4,1,1,3,1,1,3
67537,67538,Female,43,Returning,Business,Business,3051,0,0.0,3,3,3,2,3,2,2,2,4,3,2,2,2,2
67538,67539,Female,42,Returning,Business,Business,1205,0,0.0,4,4,3,4,4,4,5,4,4,4,4,4,4,4
67539,67540,Male,60,Returning,Business,Business,1703,0,0.0,5,5,2,4,5,4,3,4,4,5,4,4,4,4
67540,67541,Female,22,Returning,Business,Business,1464,0,8.0,3,3,3,5,3,4,5,5,5,5,4,3,5,4
67541,67542,Male,19,Returning,Personal,Business,1313,0,0.0,5,2,5,2,1,4,4,5,4,4,5,2,4,5
67542,67543,Male,41,Returning,Personal,Business,1205,10,14.0,4,2,2,2,4,2,3,2,1,3,2,2,2,2
67543,67544,Male,32,Returning,Personal,Business,1235,6,1.0,5,4,5,4,4,4,5,2,5,5,5,4,5,3
67544,67545,Female,63,Returning,Personal,Business,1431,0,0.0,1,3,2,3,4,5,3,3,3,4,5,3,5,5
67545,67546,Male,19,Returning,Personal,Business,1464,6,0.0,4,3,5,3,3,5,2,2,2,2,4,3,2,5
67546,67547,Male,58,Returning,Personal,Business,1205,53,61.0,1,3,3,2,1,4,2,3,4,4,4,3,4,4
67547,67548,Male,62,Returning,Personal,Business,1171,3,0.0,4,2,4,3,3,4,5,2,3,3,4,2,4,4
67548,67549,Male,7,Returning,Personal,Business,1438,0,0.0,3,1,3,1,3,3,3,1,3,3,3,1,3,2
67549,67550,Male,42,Returning,Personal,Business,1171,0,0.0,5,2,3,4,2,2,5,2,3,5,2,2,2,2
67550,67551,Male,43,Returning,Personal,Business,1235,0,0.0,5,1,4,1,1,3,4,1,5,1,3,1,3,5
67551,67552,Male,15,Returning,Personal,Business,1235,0,0.0,2,2,1,2,3,2,3,3,3,3,4,2,3,3
67552,67553,Male,21,Returning,Personal,Business,1438,20,36.0,2,3,1,3,4,3,5,3,5,5,3,3,5,4
67553,67554,Female,9,Returning,Personal,Business,1188,7,7.0,5,2,3,2,2,5,1,4,1,1,4,2,1,3
67554,67555,Female,58,Returning,Personal,Business,1126,0,15.0,1,3,2,3,4,5,4,3,1,2,5,3,5,5
67555,67556,Female,20,First-time,Business,Economy,1235,9,2.0,1,1,4,1,3,4,4,2,4,4,5,2,4,4
67556,67557,Female,40,Returning,Business,Business,3444,32,21.0,1,1,5,5,1,4,5,4,3,2,4,1,4,4
67557,67558,Male,28,Returning,Business,Business,1205,0,0.0,3,3,5,4,3,3,4,4,4,4,5,3,4,4
67558,67559,Male,39,Returning,Business,Business,1235,5,4.0,5,2,5,5,2,5,4,5,5,4,5,2,5,5
67559,67560,Male,35,First-time,Business,Business,1464,0,0.0,1,1,3,1,3,5,1,2,1,1,5,1,1,5
67560,67561,Female,43,Returning,Business,Business,1205,5,8.0,4,4,3,5,4,5,4,5,5,5,5,4,5,5
67561,67562,Female,46,Returning,Business,Business,2860,2,,3,3,4,4,3,5,5,5,5,3,5,3,5,5
67562,67563,Male,42,Returning,Business,Business,1126,8,0.0,1,1,3,5,1,2,5,2,3,5,2,1,2,2
67563,67564,Male,48,First-time,Business,Business,1464,15,10.0,5,5,3,4,3,3,4,5,4,4,4,4,4,4
67564,67565,Male,36,First-time,Business,Business,1205,0,0.0,3,3,3,3,3,5,3,3,5,5,5,3,5,4
67565,67566,Female,37,Returning,Business,Business,3547,41,10.0,2,2,3,5,2,3,5,2,4,2,3,2,3,3
67566,67567,Male,36,First-time,Business,Business,1438,0,0.0,3,3,5,3,2,3,1,3,1,1,5,4,1,4
67567,67568,Female,25,First-time,Business,Business,1171,21,21.0,4,4,5,4,5,5,4,5,4,4,5,4,4,5
67568,67569,Male,56,Returning,Business,Business,2557,0,0.0,4,4,5,5,4,5,5,5,4,4,5,4,5,5
67569,67570,Male,49,Returning,Business,Business,1188,8,23.0,2,2,3,5,2,4,5,4,5,4,4,2,4,4
67570,67571,Female,24,Returning,Business,Business,1464,38,35.0,5,5,4,5,5,4,4,3,4,4,5,5,4,5
67571,67572,Female,28,Returning,Business,Business,1438,0,13.0,1,1,3,4,1,5,4,5,4,4,5,1,4,4
67572,67573,Male,36,First-time,Business,Business,1126,13,5.0,1,1,3,1,4,5,1,5,1,1,5,1,1,5
67573,67574,Male,39,First-time,Business,Business,1235,1,0.0,1,1,3,1,3,4,4,3,4,4,5,1,4,4
67574,67575,Male,39,Returning,Business,Business,1235,8,0.0,2,2,3,4,2,2,5,2,5,5,2,2,2,2
67575,67576,Male,39,First-time,Business,Business,1235,0,0.0,2,2,5,2,1,5,3,4,1,1,4,2,1,4
67576,67577,Female,20,First-time,Business,Economy,1235,5,0.0,2,2,4,2,5,3,1,5,4,4,5,2,4,4
67577,67578,Female,54,First-time,Business,Business,1235,38,17.0,4,4,3,4,2,3,1,4,1,1,4,4,1,4
67578,67579,Female,23,Returning,Business,Business,1464,0,8.0,5,5,4,4,5,5,4,4,4,4,5,5,4,4
67579,67580,Male,40,Returning,Business,Business,1464,100,91.0,4,4,5,5,4,4,4,4,4,4,4,4,4,4
67580,67581,Female,49,Returning,Business,Business,1431,0,0.0,1,4,3,5,4,5,4,5,3,3,5,4,5,5
67581,67582,Male,26,First-time,Business,Business,1235,0,0.0,5,5,3,5,3,3,5,2,5,5,4,5,5,4
67582,67583,Male,28,First-time,Business,Business,1205,14,14.0,1,1,4,1,4,4,4,3,4,4,5,1,4,5
67583,67584,Female,36,Returning,Business,Business,1235,0,1.0,5,5,4,5,5,5,4,5,3,4,5,5,5,5
67584,67585,Male,32,Returning,Business,Business,1464,0,0.0,4,4,3,4,4,4,4,5,4,4,4,4,4,5
67585,67586,Male,23,Returning,Business,Business,1205,0,0.0,3,3,3,3,3,4,3,2,3,3,4,3,3,4
67586,67587,Male,37,First-time,Business,Business,1235,0,1.0,1,1,3,1,2,3,1,4,1,1,5,1,1,5
67587,67588,Male,24,First-time,Business,Economy,1313,0,0.0,4,4,5,4,3,3,3,2,3,3,5,4,3,4
67588,67589,Female,55,Returning,Business,Business,1438,81,,5,5,3,4,5,5,5,5,5,2,5,5,5,5
67589,67590,Female,22,First-time,Business,Economy,1171,0,0.0,4,4,4,4,1,5,5,3,5,5,4,4,5,4
67590,67591,Female,45,First-time,Business,Business,1464,49,41.0,3,3,4,2,2,4,1,2,3,3,4,2,3,4
67591,67592,Male,53,Returning,Business,Business,2350,15,18.0,2,3,3,4,3,4,5,4,3,2,4,3,4,4
67592,67593,Female,51,Returning,Business,Business,1464,0,0.0,3,3,5,5,3,4,4,4,3,3,4,3,4,4
67593,67594,Female,59,Returning,Business,Business,2139,0,0.0,3,3,3,5,3,4,5,4,3,2,4,3,4,4
67594,67595,Female,35,First-time,Business,Business,1242,0,0.0,4,4,5,4,5,5,2,4,2,2,4,4,2,4
67595,67596,Female,47,Returning,Business,Business,1725,10,4.0,5,5,3,5,5,4,4,4,4,3,4,5,4,4
67596,67597,Female,42,Returning,Business,Economy,1464,0,2.0,4,4,1,3,4,1,4,1,4,4,1,1,1,1
67597,67598,Male,40,First-time,Business,Business,1464,0,32.0,2,2,4,2,5,5,2,5,5,5,5,2,5,4
67598,67599,Male,60,Returning,Business,Business,3416,14,0.0,5,5,4,4,5,5,5,5,3,4,5,5,5,5
67599,67600,Female,51,Returning,Business,Business,2548,62,43.0,5,5,5,4,5,4,4,4,5,2,4,5,4,4
67600,67601,Male,37,Returning,Business,Business,1438,0,6.0,5,5,3,4,5,4,4,4,4,2,4,5,4,4
67601,67602,Male,28,Returning,Business,Business,1523,5,27.0,2,2,5,5,2,3,5,5,5,5,4,2,5,5
67602,67603,Male,58,Returning,Business,Business,1438,0,4.0,2,2,3,4,2,4,5,4,3,2,4,2,4,4
67603,67604,Female,29,First-time,Business,Business,1188,0,0.0,5,5,4,5,4,4,3,2,5,5,5,5,5,5
67604,67605,Male,22,First-time,Business,Business,1242,0,2.0,0,0,3,0,2,3,3,4,3,3,5,0,3,4
67605,67606,Female,29,Returning,Business,Business,2410,30,56.0,1,5,4,4,5,5,3,3,3,3,5,5,3,5
67606,67607,Female,35,First-time,Business,Business,1188,0,2.0,3,3,3,3,5,3,3,2,3,3,5,3,3,4
67607,67608,Female,40,Returning,Business,Business,1242,0,0.0,5,5,4,4,5,5,4,5,3,2,5,5,5,5
67608,67609,Female,21,Returning,Business,Business,1464,0,0.0,3,3,3,2,3,3,2,2,2,2,5,3,2,5
67609,67610,Male,25,First-time,Business,Economy,1171,24,0.0,5,5,3,5,2,4,2,5,2,2,5,5,2,5
67610,67611,Male,55,First-time,Business,Business,1126,0,0.0,5,5,5,5,4,5,1,3,1,1,5,5,1,4
67611,67612,Male,44,Returning,Business,Business,1205,21,4.0,4,4,3,4,4,4,5,4,3,5,4,4,4,4
67612,67613,Male,25,Returning,Business,Business,1235,12,1.0,1,1,5,2,1,4,2,3,2,2,4,1,2,4
67613,67614,Female,25,First-time,Business,Business,1205,0,9.0,3,0,3,0,4,5,2,3,2,2,4,0,2,5
67614,67615,Male,59,Returning,Business,Business,1826,0,0.0,2,2,5,4,2,4,5,4,5,2,4,2,4,4
67615,67616,Female,40,Returning,Business,Business,1917,4,3.0,3,3,5,4,3,3,4,4,5,5,3,3,3,3
67616,67617,Male,43,Returning,Business,Business,1235,23,0.0,5,5,4,4,5,5,5,5,5,5,5,5,5,5
67617,67618,Male,35,First-time,Business,Business,1235,0,0.0,2,2,5,2,1,5,1,5,1,1,4,2,1,4
67618,67619,Female,46,Returning,Business,Business,1438,59,55.0,3,3,5,4,3,5,5,5,5,2,5,3,5,5
67619,67620,Male,24,First-time,Business,Business,1313,24,22.0,2,5,4,5,3,5,4,4,4,4,5,5,4,4
67620,67621,Female,22,First-time,Business,Business,1235,0,0.0,0,5,5,0,2,3,4,3,4,4,4,5,4,4
67621,67622,Female,22,First-time,Business,Business,1171,0,0.0,0,4,5,4,3,4,2,4,2,2,5,4,2,5
67622,67623,Female,46,Returning,Business,Business,1235,0,0.0,5,5,5,4,5,3,5,3,4,3,3,5,3,3
67623,67624,Male,24,First-time,Business,Business,1188,0,0.0,0,4,4,4,1,4,1,4,5,5,4,4,5,4
67624,67625,Male,45,Returning,Business,Business,1464,0,0.0,5,5,5,4,5,5,5,5,5,4,5,5,5,5
67625,67626,Female,24,Returning,Business,Business,1438,32,40.0,5,5,3,5,5,5,5,4,5,5,5,5,5,5
67626,67627,Female,50,Returning,Business,Business,1507,0,0.0,4,4,5,4,4,4,4,5,3,2,4,4,4,4
67627,67628,Female,48,Returning,Business,Business,3614,0,2.0,4,4,5,4,4,5,5,5,5,5,5,4,5,5
67628,67629,Male,25,First-time,Business,Economy,1235,0,0.0,5,5,3,5,1,5,1,5,1,1,4,5,1,4
67629,67630,Male,42,Returning,Business,Business,1431,2,0.0,3,3,3,4,3,2,4,2,4,3,2,3,2,2
67630,67631,Male,53,Returning,Business,Business,1188,0,0.0,4,4,3,4,4,4,4,4,5,4,4,4,4,4
67631,67632,Female,25,Returning,Business,Business,1723,2,,2,2,4,4,2,5,4,4,4,4,5,2,4,4
67632,67633,Female,37,First-time,Business,Business,1431,25,53.0,2,2,5,2,2,3,4,5,4,4,5,2,4,4
67633,67634,Female,42,Returning,Business,Business,1431,17,44.0,5,4,5,4,5,4,4,4,3,3,4,5,4,4
67634,67635,Female,39,Returning,Business,Business,1188,0,0.0,5,5,5,4,5,4,4,4,5,5,4,5,4,4
67635,67636,Female,45,Returning,Business,Business,2103,0,0.0,5,4,3,4,5,2,4,2,4,2,2,5,2,2
67636,67637,Male,30,Returning,Business,Business,1438,1,7.0,2,5,4,5,2,5,5,5,5,5,5,2,5,4
67637,67638,Male,26,Returning,Business,Business,1431,116,123.0,1,1,5,5,1,3,5,3,5,5,5,1,5,5
67638,67639,Female,19,First-time,Business,Economy,1188,0,0.0,4,4,4,4,3,3,3,3,3,3,4,4,3,4
67639,67640,Male,57,Returning,Business,Business,1464,0,0.0,4,4,3,4,4,5,4,4,3,2,5,4,5,5
67640,67641,Female,52,Returning,Business,Business,1438,0,0.0,3,3,4,5,3,5,5,5,4,5,5,3,5,5
67641,67642,Female,27,Returning,Business,Business,1464,73,65.0,5,5,4,4,5,3,4,4,4,4,3,4,4,3
67642,67643,Male,39,Returning,Business,Business,3797,0,0.0,3,3,5,5,3,2,4,2,5,2,2,3,2,2
67643,67644,Female,45,Returning,Business,Business,1235,4,0.0,4,4,4,4,4,4,4,4,5,3,4,4,4,4
67644,67645,Male,23,First-time,Business,Economy,1188,0,0.0,1,1,3,1,4,5,2,5,2,2,4,1,2,4
67645,67646,Female,59,Returning,Business,Business,3919,3,0.0,2,2,4,4,2,4,4,4,3,4,4,2,4,4
67646,67647,Female,48,First-time,Business,Economy,1205,1,4.0,2,2,2,2,4,2,1,5,1,1,4,2,1,4
67647,67648,Male,55,Returning,Business,Business,1188,0,0.0,1,1,4,5,1,5,5,5,4,3,5,1,5,5
67648,67649,Male,49,Returning,Business,Business,1313,15,4.0,3,3,5,5,3,4,4,4,4,3,4,3,4,4
67649,67650,Male,48,First-time,Business,Business,1235,74,65.0,3,3,5,3,3,3,4,5,4,4,4,3,4,4
67650,67651,Male,30,Returning,Business,Business,4000,0,0.0,4,4,5,4,4,4,4,3,4,4,5,4,4,4
67651,67652,Female,44,Returning,Business,Business,2710,1,0.0,4,4,5,4,4,4,4,5,4,4,4,4,4,4
67652,67653,Female,44,Returning,Business,Business,2267,0,0.0,3,3,4,4,3,5,4,5,3,3,5,3,5,5
67653,67654,Female,25,Returning,Business,Business,1431,8,2.0,1,1,4,4,1,5,5,4,5,5,4,1,5,5
67654,67655,Male,41,Returning,Business,Business,1205,0,0.0,4,4,1,4,4,3,4,4,3,2,3,3,3,3
67655,67656,Female,41,Returning,Business,Business,1235,49,36.0,1,1,3,2,1,2,1,2,2,2,2,2,2,2
67656,67657,Female,41,First-time,Business,Economy,1205,0,1.0,1,1,3,1,3,2,5,3,1,1,4,1,1,3
67657,67658,Male,56,Returning,Business,Business,2406,0,0.0,3,3,4,5,3,2,4,2,5,2,2,3,2,2
67658,67659,Female,34,Returning,Business,Business,1242,57,46.0,5,5,5,5,5,4,4,4,3,5,4,5,4,4
67659,67660,Female,37,Returning,Business,Business,1832,2,0.0,1,1,4,5,1,2,5,2,4,4,2,1,2,2
67660,67661,Male,45,Returning,Business,Business,1464,2,4.0,3,3,4,5,3,5,4,5,4,2,5,3,5,5
67661,67662,Male,57,Returning,Business,Business,1464,0,0.0,1,1,3,5,1,5,5,5,4,3,5,1,5,5
67662,67663,Female,43,Returning,Business,Business,1242,0,0.0,3,1,5,4,3,4,5,4,4,2,4,3,4,4
67663,67664,Female,24,Returning,Business,Business,1438,23,4.0,2,2,4,3,2,2,3,2,3,3,3,3,3,4
67664,67665,Male,18,First-time,Business,Economy,1464,0,0.0,4,4,5,4,2,4,2,5,2,2,4,4,2,4
67665,67666,Female,41,Returning,Business,Business,1431,20,12.0,1,1,3,5,1,4,4,4,5,2,4,1,4,4
67666,67667,Male,51,Returning,Business,Economy,1235,0,7.0,5,5,3,1,5,3,1,4,1,1,4,1,1,3
67667,67668,Male,35,Returning,Business,Business,1464,4,0.0,3,3,4,5,3,4,5,4,3,2,4,3,4,4
67668,67669,Female,46,Returning,Business,Business,1313,0,0.0,5,5,4,4,5,2,4,2,3,5,2,5,2,2
67669,67670,Female,42,Returning,Business,Economy,1235,5,2.0,1,1,2,4,1,1,4,1,3,3,1,1,1,1
67670,67671,Female,53,Returning,Business,Business,3354,10,13.0,2,2,4,4,2,4,4,4,3,3,4,2,4,4
67671,67672,Female,46,Returning,Business,Business,1464,0,0.0,2,2,4,4,2,3,5,3,5,4,3,2,3,3
67672,67673,Female,57,Returning,Business,Business,3829,0,0.0,5,5,4,5,5,5,5,5,4,2,5,5,5,5
67673,67674,Female,45,Returning,Business,Business,1464,44,61.0,1,1,3,4,1,5,5,5,3,2,5,1,5,5
67674,67675,Female,44,Returning,Business,Business,3297,0,0.0,3,3,5,4,3,5,4,5,5,4,5,3,5,5
67675,67676,Female,55,Returning,Business,Business,1438,28,40.0,3,2,3,5,2,3,5,3,3,3,3,2,3,3
67676,67677,Female,43,Returning,Business,Business,2946,0,2.0,1,1,4,5,1,3,4,3,5,4,3,1,3,3
67677,67678,Female,50,Returning,Business,Business,1171,0,0.0,4,3,3,4,4,4,5,4,4,5,4,4,4,4
67678,67679,Female,35,First-time,Business,Business,1431,17,24.0,3,3,3,3,3,5,2,5,2,2,5,3,2,4
67679,67680,Female,47,Returning,Business,Business,3835,0,9.0,1,1,4,4,1,5,4,5,4,4,5,1,5,5
67680,67681,Female,19,Returning,Business,Business,1438,2,0.0,2,2,3,4,2,5,4,2,4,4,4,2,4,5
67681,67682,Female,47,Returning,Business,Business,1464,13,11.0,2,2,3,1,2,1,1,1,1,5,1,1,1,1
67682,67683,Female,57,Returning,Business,Business,3161,0,0.0,5,5,3,4,5,5,4,5,3,3,5,5,5,5
67683,67684,Male,54,Returning,Business,Business,1464,0,0.0,3,3,3,5,3,3,5,3,3,2,3,3,3,3
67684,67685,Female,26,First-time,Business,Economy,1205,0,0.0,4,4,1,4,4,1,1,1,1,1,4,4,1,4
67685,67686,Female,38,First-time,Business,Business,1464,4,0.0,0,0,5,0,3,4,3,2,3,3,4,1,3,5
67686,67687,Male,29,Returning,Business,Business,1188,40,35.0,3,3,4,1,3,4,1,3,1,1,4,1,1,3
67687,67688,Female,22,Returning,Business,Business,3834,4,11.0,2,2,3,1,2,3,1,2,1,1,3,1,1,2
67688,67689,Male,28,Returning,Business,Business,1610,0,0.0,2,2,4,4,2,4,4,2,4,4,4,2,4,5
67689,67690,Female,54,Returning,Business,Business,1464,0,1.0,5,5,4,4,5,4,5,4,3,3,4,5,4,4
67690,67691,Male,47,Returning,Business,Business,1607,0,0.0,4,4,3,5,4,4,4,4,3,2,4,4,4,4
67691,67692,Female,52,Returning,Business,Business,1464,13,2.0,3,2,4,5,2,4,5,4,4,4,4,2,4,4
67692,67693,Female,27,Returning,Business,Business,1464,77,102.0,2,2,3,5,2,5,5,4,5,5,5,2,5,5
67693,67694,Female,31,Returning,Business,Business,3438,0,5.0,5,5,1,2,5,4,2,5,2,2,2,2,2,2
67694,67695,Male,58,Returning,Business,Business,1431,7,11.0,4,5,3,4,4,4,4,4,3,5,4,4,4,4
67695,67696,Male,58,Returning,Business,Economy,1171,0,0.0,5,4,1,1,5,4,1,4,1,1,3,1,1,3
67696,67697,Male,22,First-time,Business,Business,1242,0,0.0,4,4,3,4,3,3,3,2,3,3,4,4,3,5
67697,67698,Male,24,Returning,Business,Business,3322,0,0.0,4,4,1,2,4,4,2,3,2,2,2,2,2,2
67698,67699,Female,25,Returning,Business,Business,1464,0,0.0,5,5,4,2,5,3,2,1,2,2,4,2,2,4
67699,67700,Female,47,Returning,Business,Business,2554,0,0.0,2,2,4,5,2,4,4,5,5,3,4,2,4,4
67700,67701,Male,14,Returning,Business,Economy,1464,20,11.0,5,5,2,2,5,2,4,5,2,2,4,2,2,4
67701,67702,Male,51,Returning,Business,Business,3991,0,0.0,5,5,5,4,5,4,5,3,3,3,4,5,4,4
67702,67703,Male,47,Returning,Business,Economy,1438,3,3.0,2,2,4,3,2,2,3,4,3,3,4,3,3,4
67703,67704,Male,26,First-time,Business,Economy,1476,44,62.0,2,2,2,2,2,4,5,2,5,5,3,2,5,3
67704,67705,Male,58,Returning,Business,Business,1944,28,34.0,2,2,4,4,2,3,3,3,1,4,3,3,3,3
67705,67706,Male,45,Returning,Business,Business,1843,0,0.0,5,5,4,5,5,4,5,4,4,3,4,5,4,4
67706,67707,Female,42,Returning,Business,Business,1464,11,13.0,1,1,3,5,1,5,5,5,3,3,5,1,5,5
67707,67708,Female,38,Returning,Business,Business,2944,4,0.0,2,2,5,5,2,2,4,2,3,3,2,2,2,2
67708,67709,Male,43,Returning,Business,Business,1920,31,28.0,2,2,3,4,2,4,5,4,4,4,4,2,4,4
67709,67710,Female,45,Returning,Business,Business,1235,0,0.0,3,3,4,5,3,2,5,2,4,5,2,3,2,2
67710,67711,Male,47,Returning,Business,Economy,1126,0,0.0,4,4,3,3,4,3,3,3,3,3,3,3,3,3
67711,67712,Female,30,First-time,Business,Economy,1133,0,9.0,3,3,1,3,3,2,2,5,2,2,3,3,2,3
67712,67713,Male,26,First-time,Business,Business,1171,124,117.0,3,3,4,3,3,1,3,1,3,3,3,3,3,3
67713,67714,Female,63,Returning,Business,Business,1235,39,24.0,5,5,3,4,5,3,3,3,4,3,3,3,3,3
67714,67715,Female,40,Returning,Business,Business,3568,5,0.0,3,3,4,5,3,4,4,4,5,4,4,3,4,4
67715,67716,Female,47,Returning,Business,Business,2152,0,0.0,1,1,4,3,1,2,2,2,2,3,2,2,2,2
67716,67717,Male,56,Returning,Business,Business,1235,10,15.0,4,4,3,4,4,4,4,4,3,4,4,4,4,4
67717,67718,Male,55,Returning,Business,Business,2257,130,127.0,1,3,4,4,3,4,5,4,4,4,4,3,4,4
67718,67719,Male,29,Returning,Business,Business,3479,6,3.0,3,3,2,2,3,3,2,2,2,2,4,2,2,3
67719,67720,Male,39,Returning,Business,Business,2401,0,16.0,2,2,2,3,2,3,4,3,3,3,3,3,3,3
67720,67721,Male,29,Returning,Business,Economy,1235,0,0.0,3,3,1,3,3,1,4,4,4,4,3,4,4,4
67721,67722,Female,21,First-time,Business,Economy,1171,0,0.0,2,2,4,2,1,4,5,4,5,5,4,2,5,4
67722,67723,Female,37,Returning,Business,Business,1438,0,7.0,5,4,3,4,5,2,4,2,2,5,2,2,2,2
67723,67724,Female,40,Returning,Business,Business,1431,30,38.0,2,2,3,4,2,4,4,4,5,5,4,2,4,4
67724,67725,Female,25,Returning,Business,Business,2273,34,37.0,3,3,4,2,3,4,2,1,2,2,3,2,2,4
67725,67726,Female,24,Returning,Business,Economy,1205,1,0.0,4,4,2,4,4,2,1,2,4,4,4,4,4,4
67726,67727,Male,50,Returning,Business,Business,1464,0,5.0,5,2,4,4,5,4,4,4,3,3,4,5,4,4
67727,67728,Female,22,Returning,Business,Business,1710,125,118.0,0,0,2,0,4,1,5,2,5,5,4,1,5,4
67728,67729,Female,28,First-time,Business,Business,1235,0,0.0,5,5,3,0,2,3,2,4,2,2,5,5,2,4
67729,67730,Female,33,Returning,Business,Business,1464,47,42.0,3,3,3,5,3,4,5,4,5,5,4,3,4,4
67730,67731,Female,24,First-time,Business,Economy,1235,0,0.0,3,3,5,3,2,3,1,2,1,1,4,3,1,5
67731,67732,Male,26,Returning,Business,Economy,1235,0,0.0,4,4,4,3,4,1,2,2,4,4,3,4,4,3
67732,67733,Female,24,Returning,Business,Business,3712,1,0.0,5,5,2,2,5,3,2,5,2,2,3,2,2,4
67733,67734,Male,29,First-time,Business,Business,1235,0,5.0,4,4,3,4,4,3,2,5,4,4,4,4,4,4
67734,67735,Male,24,First-time,Business,Economy,1171,7,0.0,2,2,4,2,3,5,5,3,1,1,4,2,1,5
67735,67736,Male,36,First-time,Business,Economy,1465,0,0.0,2,2,4,3,2,2,1,2,1,1,2,3,1,1
67736,67737,Male,46,Returning,Business,Economy,1171,0,21.0,4,4,4,3,4,4,3,2,3,3,4,3,3,4
67737,67738,Male,11,Returning,Business,Economy,1431,317,318.0,2,2,1,1,2,4,1,3,1,1,1,1,1,4
67738,67739,Male,49,Returning,Business,Business,1205,0,0.0,1,1,2,2,1,4,3,3,4,4,4,4,4,4
67739,67740,Female,15,First-time,Business,Economy,1205,0,0.0,1,1,3,1,3,1,2,5,3,3,3,1,3,4
67740,67741,Male,27,First-time,Business,Business,1464,0,0.0,2,2,4,2,4,3,2,5,2,2,5,2,2,4
67741,67742,Female,29,First-time,Business,Economy,1235,27,12.0,3,3,4,3,4,3,3,4,3,3,4,3,3,3
67742,67743,Male,27,First-time,Business,Economy,1431,18,11.0,2,2,1,2,3,2,2,2,2,2,3,2,2,3
67743,67744,Male,22,Returning,Business,Business,1235,0,0.0,5,5,5,3,5,3,3,3,3,3,4,5,3,4
67744,67745,Female,43,Returning,Business,Business,3008,5,0.0,2,2,5,4,2,5,5,5,4,2,5,2,5,5
67745,67746,Female,47,Returning,Business,Business,1438,10,7.0,1,1,4,4,1,2,3,2,3,5,2,2,2,2
